id	name	hmdb_id	conditions	indication_types	concentration	age	sex	biofluid	citation
624	Dihydroxyacetone phosphate	HMDB0001473	Normal	Diagnostic	1.9 (1.1-2.7) uM	Adult	Both	Saliva	Sugimoto et al. (2013) Physiological and environmental parameters associated with mass spectrometry-based salivary metabolomic profiles.
624	Dihydroxyacetone phosphate	HMDB0001473	Normal	Diagnostic	490.0 (310.0-580.0) uM	Adult (>18 years old)	Both	Blood	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
628	Nicotinic acid	HMDB0001488	Alcoholism	Diagnostic	12.2 (11.9-12.5) uM	Adult: >=18 yrs old	Unknown	Cerebrospinal Fluid (CSF)	Dastur, D. K., Santhadevi, N., Quadros, E. V., Avari, F. C., Wadia, N. H., Desai, M. N. & Bharucha, E. P. The B-vitamins in malnutrition with alcoholism. A model of intervitamin relationships. Br J Nutr 36, 143-159 (1976).
628	Nicotinic acid	HMDB0001488	Normal	Diagnostic	0.147 uM	Adult: >=18 yrs old	Unknown	Cerebrospinal Fluid (CSF)	Pubmed_ID: 19036546
628	Nicotinic acid	HMDB0001488	Alcoholism	Diagnostic	6.5 (6.4-6.6) uM	Adult: >=18 yrs old	Both	Cerebrospinal Fluid (CSF)	Dastur, D. K., Santhadevi, N., Quadros, E. V., Avari, F. C., Wadia, N. H., Desai, M. N. & Bharucha, E. P. The B-vitamins in malnutrition with alcoholism. A model of intervitamin relationships. Br J Nutr 36, 143-159 (1976).
628	Nicotinic acid	HMDB0001488	Normal	Diagnostic	2.4 (0.8-4.0) uM	Adult: >=18 yrs old	Both	Cerebrospinal Fluid (CSF)	Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.
628	Nicotinic acid	HMDB0001488	Normal	Diagnostic	5 ng/mL	All	Both	Plasma	Mayo Clinic Test Catalog
628	Nicotinic acid	HMDB0001488	Normal	Diagnostic	0.001 +/- 0.00025 (N/A-N/A) uM	Adult (>18 years old)	Both	Blood	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
630	Vanylglycol	HMDB0001490	Aromatic L Amino Acid Decarboxylase Deficiency	Diagnostic	0.0030 (0-0.0050) uM	Infant: 1 wk-2 yrs old	Male	Cerebrospinal Fluid (CSF)	Abdenur, J. E., Abeling, N., Specola, N., Jorge, L., Schenone, A. B., van Cruchten, A. C. & Chamoles, N. A. Aromatic l-aminoacid decarboxylase deficiency: unusual neonatal presentation and additional findings in organic acid analysis. Mol Genet Metab 87, 48-53 (2006).
630	Vanylglycol	HMDB0001490	Normal	Diagnostic	0.070 (0.030-0.11) uM	Infant: 1 wk-2 yrs old	Both	Cerebrospinal Fluid (CSF)	Brautigam, C., Wevers, R. A., Jansen, R. J., Smeitink, J. A., de Rijk-van Andel, J. F., Gabreels, F. J. & Hoffmann, G. F. Biochemical hallmarks of tyrosine hydroxylase deficiency. Clin Chem 44, 1897-1904 (1998).
630	Vanylglycol	HMDB0001490	Sepiapterin Reductase Deficiency	Diagnostic	0.013 (0.012-0.014) uM	Children	Male	Cerebrospinal Fluid (CSF)	Pubmed_ID: 18502672
630	Vanylglycol	HMDB0001490	Normal	Diagnostic	0.050 (0.032-0.068) uM	Children	Male	Cerebrospinal Fluid (CSF)	Pubmed_ID: 18502672
630	Vanylglycol	HMDB0001490	Normal	Diagnostic	27.6 (5.2-50.0) uM	Adult (>18 years old)	Both	Cerebrospinal Fluid (CSF)	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
631	Pyridoxal 5'-phosphate	HMDB0001491	Purine Nucleoside Phosphorylase Deficiency	Diagnostic	0.0036 (0-0.037) uM	Newborn	Unknown	Cerebrospinal Fluid (CSF)	Pubmed_ID: 18294893
631	Pyridoxal 5'-phosphate	HMDB0001491	Normal	Diagnostic	0.051 (0.035-0.068) uM	Newborn	Unknown	Cerebrospinal Fluid (CSF)	Pubmed_ID: 18294893
631	Pyridoxal 5'-phosphate	HMDB0001491	Celiac Disease	Diagnostic	0.0024 (0.0010-0.0038) uM	Adult	Unknown	Cerebrospinal Fluid (CSF)	Pubmed_ID: 6182788
631	Pyridoxal 5'-phosphate	HMDB0001491	Normal	Diagnostic	0.00097 (0.00069-0.0013) uM	Adult	Unknown	Cerebrospinal Fluid (CSF)	Pubmed_ID: 6182788
631	Pyridoxal 5'-phosphate	HMDB0001491	Epilepsy	Diagnostic	0.0055 (0.0050-0.0060) uM	Children	Female	Cerebrospinal Fluid (CSF)	Pubmed_ID: 27912044
631	Pyridoxal 5'-phosphate	HMDB0001491	Normal	Diagnostic	0.022 (0.011-0.034) uM	Children	Unknown	Cerebrospinal Fluid (CSF)	Pubmed_ID: 27912044
631	Pyridoxal 5'-phosphate	HMDB0001491	Rheumatoid Arthritis	Diagnostic	0.024 (0.019-0.031) uM	Adult	Both	Blood	Chiang, E. P., Smith, D. E., Selhub, J., Dallal, G., Wang, Y. C. & Roubenoff, R. Inflammation causes tissue-specific depletion of vitamin B6. Arthritis Res Ther 7, R1254-R1262 (2005).
631	Pyridoxal 5'-phosphate	HMDB0001491	Normal	Diagnostic	0.068 (0.053-0.083) uM	Adult	Female	Blood	Pubmed_ID: 21346713
631	Pyridoxal 5'-phosphate	HMDB0001491	Normal	Diagnostic	55 (30-80) nmol/L	Infant: 0-3 mos	Both	Cerebrospinal Fluid (CSF)	Mayo Clinic Test Catalog
631	Pyridoxal 5'-phosphate	HMDB0001491	Normal	Diagnostic	44 (23-65) nmol/L	Infant: 3 mos-<1 yr	Both	Cerebrospinal Fluid (CSF)	Mayo Clinic Test Catalog
631	Pyridoxal 5'-phosphate	HMDB0001491	Normal	Diagnostic	33 (15-51) nmol/L	Children: 1-<4 yrs	Both	Cerebrospinal Fluid (CSF)	Mayo Clinic Test Catalog
631	Pyridoxal 5'-phosphate	HMDB0001491	Normal	Diagnostic	23.5 (10-37) nmol/L	Children & Adult: >4 yrs	Both	Cerebrospinal Fluid (CSF)	Mayo Clinic Test Catalog
631	Pyridoxal 5'-phosphate	HMDB0001491	Normal	Diagnostic	27.5 (5-50) mcg/L	All	Both	Plasma	Mayo Clinic Test Catalog
631	Pyridoxal 5'-phosphate	HMDB0001491	Hypophosphatasia	Diagnostic	>100 (100-N/A) mcg/L	All	Both	Plasma	Mayo Clinic Test Catalog
631	Pyridoxal 5'-phosphate	HMDB0001491	Hypophosphatasia	Diagnostic	100 mcg/L	All	Both	Plasma	Mayo Clinic Test Catalog
631	Pyridoxal 5'-phosphate	HMDB0001491	Normal	Diagnostic	140 (60-220) uM	Adult (>18 years old)	Both	Cellular Cytoplasm	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
632	Gama-Tocopherol	HMDB0001492	Endometrial Cancer	Diagnostic	6.2 (3.6-8.4) uM	Adult	Female	Blood	Jeong, N. H., Song, E. S., Lee, J. M., Lee, K. B., Kim, M. K., Yun, Y. M., Lee, J. K., Son, S. K., Lee, J. P., Kim, J. H., Hur, S. Y. & Kwon, Y. I. Preoperative levels of plasma micronutrients are related to endometrial cancer risk. Acta Obstet Gynecol Scand 88, 434-439 (2009).
632	Gama-Tocopherol	HMDB0001492	Normal	Diagnostic	1.5 (0-3.9) uM	Adult	Female	Blood	Pubmed_ID: 19371448
632	Gama-Tocopherol	HMDB0001492	Prostate Cancer	Diagnostic	2.3 (2.2-2.4) uM	Adult	Both	Blood	Key, T. J., Appleby, P. N., Allen, N. E., Travis, R. C., Roddam, A. W., Jenab, M., Egevad, L., Tjonneland, A., Johnsen, N. F., Overvad, K., Linseisen, J., Rohrmann, S., Boeing, H., Pischon, T., Psaltopoulou, T., Trichopoulou, A., Trichopoulos, D., Palli, D., Vineis, P., Tumino, R., Berrino, F., Kiemeney, L., Bueno-de-Mesquita, H. B., Quiros, J. R., Gonzalez, C. A., Martinez, C., Larranaga, N., Chirlaque, M. D., Ardanaz, E., Stattin, P., Hallmans, G., Khaw, K. T., Bingham, S., Slimani, N., Ferrari, P., Rinaldi, S. & Riboli, E. Plasma carotenoids, retinol, and tocopherols and the risk of prostate cancer in the European Prospective Investigation into Cancer and Nutrition study. Am J Clin Nutr 86, 672-681 (2007).
632	Gama-Tocopherol	HMDB0001492	Normal	Diagnostic	5.4 (2.3-8.4) uM	Adult	Both	Blood	Pubmed_ID: 15051849
632	Gama-Tocopherol	HMDB0001492	Normal	Diagnostic	2.4 (0.8-4.0) uM	Adult (>18 years old)	Both	Cerebrospinal Fluid (CSF)	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
633	7a-Hydroxycholesterol	HMDB0001496	Cirrhosis	Diagnostic	0.054 (0.035-0.073) uM	Adult	Both	Blood	Hahn, C., Reichel, C. & von Bergmann, K. Serum concentration of 7 alpha-hydroxycholesterol as an indicator of bile acid synthesis in humans. J Lipid Res 36, 2059-2066 (1995).
633	7a-Hydroxycholesterol	HMDB0001496	Normal	Diagnostic	0.18 (0.13-0.23) uM	Adult	Both	Blood	Hahn, C., Reichel, C. & von Bergmann, K. Serum concentration of 7 alpha-hydroxycholesterol as an indicator of bile acid synthesis in humans. J Lipid Res 36, 2059-2066 (1995).
633	7a-Hydroxycholesterol	HMDB0001496	Normal	Diagnostic	0.066 +/- 0.038 (N/A-N/A) uM	Adult (>18 years old)	Both	Cerebrospinal Fluid (CSF)	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
634	20-Hydroxy-leukotriene B4	HMDB0001509	Sjogren Larsson Syndrome	Diagnostic	0.00030 (0.00016-0.00044) umol/mmol creatinine	Children: 2-17 yrs old	Unknown	Urine	Willemsen, M. A., Rotteveel, J. J., de Jong, J. G., Wanders, R. J., IJlst, L., Hoffmann, G. F. & Mayatepek, E. Defective metabolism of leukotriene B4 in the Sjogren-Larsson syndrome. J Neurol Sci 183, 61-67 (2001).
634	20-Hydroxy-leukotriene B4	HMDB0001509	Normal	Diagnostic	2.5e-06 (0-5.0e-06) umol/mmol creatinine	Children: 2-17 yrs old	Unknown	Urine	Willemsen, M. A., Rotteveel, J. J., de Jong, J. G., Wanders, R. J., IJlst, L., Hoffmann, G. F. & Mayatepek, E. Defective metabolism of leukotriene B4 in the Sjogren-Larsson syndrome. J Neurol Sci 183, 61-67 (2001).
634	20-Hydroxy-leukotriene B4	HMDB0001509	Normal	Diagnostic	0.046 (0.035-0.06) uM	Adult (>18 years old)	Both	Blood	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
638	Methylguanidine	HMDB0001522	Chronic Renal Failure	Diagnostic	3.3 (2.0-4.6) uM	Adult	Both	Blood	Kikuchi, T., Orita, Y., Ando, A., Mikami, H., Fujii, M., Okada, A. & Abe, H. Liquid-chromatographic determination of guanidino compounds in plasma and erythrocyte of normal persons and uremic patients. Clin Chem 27, 1899-1902 (1981).
638	Methylguanidine	HMDB0001522	Normal	Diagnostic	0.100 (0-0.100) uM	Adult	Both	Blood	Pubmed_ID: 22626821
638	Methylguanidine	HMDB0001522	Uremia	Diagnostic	10.6 (3.6-17.6) uM	Adult	Both	Blood	Pubmed_ID: 12675874
638	Methylguanidine	HMDB0001522	Normal	Diagnostic	0.100 (0-0.100) uM	Adult	Both	Blood	Pubmed_ID: 22626821
638	Methylguanidine	HMDB0001522	Normal	Diagnostic	2.41 (2.3-2.5) uM	Adult (>18 years old)	Both	Blood	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
640	3-Methylthiopropionic acid	HMDB0001527	Cirrhosis	Diagnostic	0.097 (0.075-0.12) umol/mmol creatinine	Adult	Both	Urine	Yoshida, Y. [Analysis of methionine metabolism studied by the gas chromatographic determination of 3-methylthiopropionate in urine and its clinical application]. Hokkaido Igaku Zasshi 60, 183-194 (1985).
640	3-Methylthiopropionic acid	HMDB0001527	Normal	Diagnostic	0.036 (0.027-0.045) umol/mmol creatinine	Adult	Both	Urine	Yoshida, Y. [Analysis of methionine metabolism studied by the gas chromatographic determination of 3-methylthiopropionate in urine and its clinical application]. Hokkaido Igaku Zasshi 60, 183-194 (1985).
644	Asymmetric Dimethyl-L-arginine	HMDB0001539	Autosomal Dominant Polycystic Kidney Disease	Diagnostic	22.0 (18.0-26.0) umol/mmol creatinine	Adult	Both	Urine	Wang, D., Strandgaard, S., Borresen, M. L., Luo, Z., Connors, S. G., Yan, Q. & Wilcox, C. S. Asymmetric dimethylarginine and lipid peroxidation products in early autosomal dominant polycystic kidney disease. Am J Kidney Dis 51, 184-191 (2008).
644	Asymmetric Dimethyl-L-arginine	HMDB0001539	Normal	Diagnostic	2.7 (1.4-4.2) umol/mmol creatinine	Adult	Both	Urine	Pubmed_ID: 24023812
644	Asymmetric Dimethyl-L-arginine	HMDB0001539	Hypertension	Diagnostic	2.4 (1.3-3.5) uM	Adult	Both	Blood	Surdacki, A., Nowicki, M., Sandmann, J., Tsikas, D., Boeger, R. H., Bode-Boeger, S. M., Kruszelnicka-Kwiatkowska, O., Kokot, F., Dubiel, J. S. & Froelich, J. C. Reduced urinary excretion of nitric oxide metabolites and increased plasma levels of asymmetric dimethylarginine in men with essential hypertension. J Cardiovasc Pharmacol 33, 652-658 (1999).
644	Asymmetric Dimethyl-L-arginine	HMDB0001539	Normal	Diagnostic	0.45 (0.34-0.56) uM	Adult	Both	Blood	Pubmed_ID: 28278231
644	Asymmetric Dimethyl-L-arginine	HMDB0001539	Kidney Disease	Diagnostic	0.91 (0.87-0.95) uM	Adult	Both	Blood	Fleck, C., Schweitzer, F., Karge, E., Busch, M. & Stein, G. Serum concentrations of asymmetric (ADMA) and symmetric (SDMA) dimethylarginine in patients with chronic kidney diseases. Clin Chim Acta 336, 1-12 (2003).
644	Asymmetric Dimethyl-L-arginine	HMDB0001539	Coronavirus disease	Diagnostic	0.560 (0.360-1.015) uM	Adult/Elderly: 37-63 yrs old	Both	Plasma	National Health and Nutrition Examination Survey (NHANES Survey) 2019
644	Asymmetric Dimethyl-L-arginine	HMDB0001539	Coronavirus disease	Diagnostic	0.560 (0.360-1.001) uM	Adult/Elderly: 37-63 yrs old	Both	Plasma	National Health and Nutrition Examination Survey (NHANES Survey) 2019
644	Asymmetric Dimethyl-L-arginine	HMDB0001539	Normal	Diagnostic	0.540 (0.430-0.650) uM	Adult/Elderly: 37-63 yrs old	Both	Plasma	National Health and Nutrition Examination Survey (NHANES Survey) 2019
644	Asymmetric Dimethyl-L-arginine	HMDB0001539	Normal	Diagnostic	0.18 +/- 0.047 (N/A-N/A) uM	Adult (>18 years old)	Both	Blood	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
645	Pyridoxal	HMDB0001545	Epilepsy	Diagnostic	0.015 (0-0.035) uM	Children	Female	Cerebrospinal Fluid (CSF)	Pubmed_ID: 27912044
645	Pyridoxal	HMDB0001545	Normal	Diagnostic	0.036 (0.016-0.056) uM	Children	Unknown	Cerebrospinal Fluid (CSF)	Pubmed_ID: 27912044
645	Pyridoxal	HMDB0001545	Sickle Cell Anemia	Diagnostic	0.036 (0.0050-0.067) uM	Adult	Both	Blood	Nelson, M. C., Zemel, B. S., Kawchak, D. A., Barden, E. M., Frongillo, E. A. Jr, Coburn, S. P., Ohene-Frempong, K. & Stallings, V. A. Vitamin B6 status of children with sickle cell disease. J Pediatr Hematol Oncol 24, 463-469 (2002).
645	Pyridoxal	HMDB0001545	Normal	Diagnostic	0.25 (0.20-0.30) uM	Adult	Both	Blood	Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.
645	Pyridoxal	HMDB0001545	Normal	Diagnostic	<0.0001 (N/A-N/A) uM	Adult (>18 years old)	Both	Blood	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
647	Corticosterone	HMDB0001547	Normal	Diagnostic	10.07 (0.14-20) nmol/L	Infant: 0-< 30 days old	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
647	Corticosterone	HMDB0001547	Normal	Diagnostic	7.84 (0.28-15.4) nmol/L	Infant: 30 days-< 1 yr old	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
647	Corticosterone	HMDB0001547	Normal	Diagnostic	2.17 (0.62-3.72) nmol/L	Children: 1-< 4 yrs old	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
647	Corticosterone	HMDB0001547	Normal	Diagnostic	2.53 (0.95-4.11) nmol/L	Children: 4-< 6 yrs old	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
647	Corticosterone	HMDB0001547	Normal	Diagnostic	4.815 (0.44-9.19) nmol/L	Children/Adolescent: 6-< 15 yrs old	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
647	Corticosterone	HMDB0001547	Normal	Diagnostic	8.025 (0.85-15.2) nmol/L	Adolescent: 15-< 19 yrs old	Both	Serum	National Health and Nutrition Examination Survey (NHANES Survey) 2019
647	Corticosterone	HMDB0001547	Normal	Diagnostic	994 (18-1970) ng/dL	Infant & Children: <=18 yrs	Both	Serum	Mayo Clinic Test Catalog
647	Corticosterone	HMDB0001547	Normal	Diagnostic	806.5 (53-1560) ng/dL	Adult: >18 yrs	Both	Serum	Mayo Clinic Test Catalog
647	Corticosterone	HMDB0001547	Congenital Adrenal Hyperplasia	Diagnostic	>1560 (1560-N/A) ng/dL	Adult: >18 yrs	Both	Serum	Mayo Clinic Test Catalog
647	Corticosterone	HMDB0001547	Normal	Diagnostic	>10 (N/A-N/A) uM	Adult (>18 years old)	Both	Saliva	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
648	D-Ribose 5-phosphate	HMDB0001548	Lewy Body Dementia	Diagnostic	1.3 (0.64-2.0) uM	Adult	Male	Saliva	Pubmed_ID: 23857558
648	D-Ribose 5-phosphate	HMDB0001548	Normal	Diagnostic	0.26 (0-0.67) uM	Adult	Unknown	Saliva	Sugimoto et al. (2013) Physiological and environmental parameters associated with mass spectrometry-based salivary metabolomic profiles.
648	D-Ribose 5-phosphate	HMDB0001548	Normal	Diagnostic	0.35 (0.28-0.42) uM	Adult (>18 years old)	Both	Blood	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
652	1-Methylguanosine	HMDB0001563	Kidney Disease	Diagnostic	0.099 (0.078-0.12) uM	Adult	Both	Blood	Niwa, T., Takeda, N. & Yoshizumi, H. RNA metabolism in uremic patients: accumulation of modified ribonucleosides in uremic serum. Technical note. Kidney Int 53, 1801-1806 (1998).
652	1-Methylguanosine	HMDB0001563	Normal	Diagnostic	0.046 (0.027-0.065) uM	Adult	Both	Blood	Niwa, T., Takeda, N. & Yoshizumi, H. RNA metabolism in uremic patients: accumulation of modified ribonucleosides in uremic serum. Technical note. Kidney Int 53, 1801-1806 (1998).
652	1-Methylguanosine	HMDB0001563	Uremia	Diagnostic	0.12 (0.100-0.14) uM	Adult	Both	Blood	Niwa, T., Takeda, N. & Yoshizumi, H. RNA metabolism in uremic patients: accumulation of modified ribonucleosides in uremic serum. Technical note. Kidney Int 53, 1801-1806 (1998).
652	1-Methylguanosine	HMDB0001563	Normal	Diagnostic	0.251 +/- 0.051 (N/A-N/A) uM	Adult (>18 years old)	Both	Blood	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
653	Phosphorylcholine	HMDB0001565	Alzheimer's Disease	Diagnostic	2.2 (1.3-3.0) uM	Elderly: 65-100+ yrs old	Unknown	Cerebrospinal Fluid (CSF)	Walter, A., Korth, U., Hilgert, M., Hartmann, J., Weichel, O., Hilgert, M., Fassbender, K., Schmitt, A. & Klein, J. Glycerophosphocholine is elevated in cerebrospinal fluid of Alzheimer patients. Neurobiol Aging 25, 1299-1303 (2004).
653	Phosphorylcholine	HMDB0001565	Normal	Diagnostic	1.4 (0.71-2.1) uM	Adult: >=18 yrs old	Unknown	Cerebrospinal Fluid (CSF)	Walter, A., Korth, U., Hilgert, M., Hartmann, J., Weichel, O., Hilgert, M., Fassbender, K., Schmitt, A. & Klein, J. Glycerophosphocholine is elevated in cerebrospinal fluid of Alzheimer patients. Neurobiol Aging 25, 1299-1303 (2004).
